Date,AAPL,GLD,QQQ,SPY,TLT
2015-01-05,-0.02817159225648136,0.015077149308345472,-0.014668847275881913,-0.018059510051777528,0.015708697461114696
2015-01-06,9.389543894422481e-05,0.011398960794795743,-0.013408167951857841,-0.009419134787325145,0.018016791170152535
2015-01-07,0.014022395433975099,-0.005891414149803653,0.012891195767003483,0.01246119990183625,-0.001975364921619316
2015-01-08,0.03842255648922954,-0.00420851895976293,0.019139416160714795,0.017745234086816053,-0.013242757351518475
2015-01-09,0.0010724049848109818,0.011385196369055883,-0.006582482267545764,-0.008013587694124968,0.010953364547064304
2015-01-12,-0.024640808022709182,0.011086435260788896,-0.010426812078644931,-0.007833675438862486,0.005721620798943228
2015-01-13,0.008878817291430252,-0.003373767752371082,-0.0002956246894800785,-0.0028125474452844745,0.0
2015-01-14,-0.0038106773901444013,-0.0016080097792615655,-0.0055160241441772895,-0.006037324800407307,0.0075864119165616195
2015-01-15,-0.027140218035032415,0.025175902263040006,-0.012975515018379458,-0.009160566838327777,0.01573492814258226
2015-01-16,-0.007770060728063188,0.013064281211881523,0.0117408973374038,0.013113966409569855,-0.012749071891111963
2015-01-20,0.025757005666581678,0.013712049879254229,0.00793537968273239,0.002132767857320861,0.013289754891137484
2015-01-21,0.0076345082901898564,0.00024159749942587183,0.005116997949784707,0.0050480897254117085,-0.011559576137525895
2015-01-22,0.02601561446278655,0.008049585228834255,0.01850366441405793,0.014870997169656786,-0.0035981811408493103
2015-01-23,0.00515995060110952,-0.007985306821000182,0.00221081049385341,-0.005482797610578571,0.013918714598526671
2015-01-26,0.0010620589398635527,-0.00998152990144674,-0.0011508115734731872,0.002341892193270745,-0.003042689562354095
2015-01-27,-0.03501319067530506,0.011464376669647391,-0.025926426545958337,-0.013190776078817024,0.00156282630904081
2015-01-28,0.05653267942518614,-0.00787784039319106,-0.005126404568769338,-0.012824322009284073,0.01634877444874605
2015-01-29,0.03113323185956629,-0.021552390797103027,0.009611433602588093,0.009243549270234519,-0.00658097267310731
2015-01-30,-0.014633683857694924,0.022275544587827323,-0.0077530768492550806,-0.012574895308702816,0.017738252263984844
2015-02-02,0.012546926029503691,-0.008343449208254805,0.008704314835458415,0.012384011250414106,-0.003775320534191051
2015-02-03,0.00016848286320114703,-0.011190942147351168,0.009609518530385053,0.014461216925764075,-0.021166645795265948
2015-02-04,0.007669816480854186,0.0043783458565487265,-0.0008743274157479997,-0.0038077564206108194,0.001709028649454103
2015-02-05,0.007137208820033658,0.0017272502164005221,0.008651853704069623,0.010094908199537622,-0.0109792466568841
2015-02-06,-0.008420734105883954,-0.025864204796777424,-0.006071670228303239,-0.002764933169775663,-0.01770179171428876
2015-02-09,0.006642534526215993,0.004467285755423989,-0.00319972775504751,-0.004476174917030007,-0.0016035144103154764
2015-02-10,0.019211725858051754,-0.005873936049321848,0.015564028072193148,0.01065357034918013,-0.007954052031514891
2015-02-11,0.023438483381285513,-0.011817350480741395,0.0036399560529243313,0.0005801536050975553,0.001850379921210621
